datetime_utc, _conds, _dewptm, _fog, _hail, _heatindexm, _hum, _precipm, _pressurem, _rain, _snow, _tempm, _thunder, _tornado, _vism, _wdird, _wdire, _wgustm, _windchillm, _wspdm
20020830-08:30,Haze,25,0,0,41.8,59,,1006,0,0,34,0,0,3.5,100,East,,,11.1
20020830-09:30,Haze,24,0,0,40.6,56,,1005,0,0,34,0,0,4,90,East,,,9.3
20020830-10:30,Haze,24,0,0,41.9,53,,1004,0,0,35,0,0,4.5,110,ESE,,,9.3
20020830-11:30,Haze,25,0,0,43.2,56,,1004,0,0,35,0,0,5,120,ESE,,,9.3
20020830-12:30,Haze,24,0,0,40.6,56,,100,0,0,34,0,0,5,90,East,,,9.3
20020830-13:30,Haze,24,0,0,37.7,62,,1004,0,0,32,0,0,4,120,ESE,,,13
20020830-14:30,Haze,26,0,0,39.2,75,,1005,0,0,31,0,0,4,120,ESE,,,3.7
20020830-15:30,Haze,25,0,0,36,74,,1005,0,0,30,0,0,3,110,ESE,,,9.3
20020830-16:30,Haze,25,0,0,36,74,,1006,0,0,30,0,0,2.5,120,ESE,,,3.7
20020830-17:30,Haze,25,0,0,34.5,79,,1006,0,0,29,0,0,2.5,150,SSE,,,3.7
20020830-18:30,Haze,24,0,0,33.5,74,,1006,0,0,29,0,0,2.5,150,SSE,,,3.7
20020830-19:30,Haze,24,0,0,33.5,74,,1006,0,0,29,0,0,2.5,0,North,,,0
20020830-20:30,Haze,24,0,0,33.5,74,,1006,0,0,29,0,0,2.5,0,North,,,0
20020830-21:30,Haze,25,0,0,34.5,79,,1006,0,0,29,0,0,2.5,0,North,,,0
20020830-22:30,Haze,26,0,0,35.6,84,,1006,0,0,29,0,0,2.2,0,North,,,0
20020830-23:30,Haze,26,0,0,33.6,89,,1006,0,0,28,0,0,2.2,100,East,,,5.6
20020831-00:30,Haze,26,0,0,33.6,89,,1006,0,0,28,0,0,2.2,70,ENE,,,3.7
20020831-01:30,Haze,26,0,0,35.6,84,,1006,0,0,29,0,0,2,130,SE,,,3.7
20020831-02:30,Haze,26,0,0,39.2,75,,1007,0,0,31,0,0,2.2,120,ESE,,,7.4
20020831-03:30,Haze,25,0,0,39,66,,1007,0,0,32,0,0,2.4,140,SE,,,14.8
20020831-04:30,Haze,25,0,0,40.6,63,,1007,0,0,33,0,0,2.8,110,ESE,,,13
20020831-05:30,Haze,25,0,0,40.6,63,,1007,0,0,33,0,0,4,140,SE,,,13
20020831-06:30,Haze,25,0,0,41.8,59,,1006,0,0,34,0,0,4.5,110,ESE,,,13
20020831-07:30,Haze,25,0,0,43.2,56,,1005,0,0,35,0,0,4.5,120,ESE,,,11.1
20020831-08:30,Haze,25,0,0,43.2,56,,1005,0,0,35,0,0,5,130,SE,,,9.3
20020831-09:30,Haze,24,0,0,41.9,53,,1004,0,0,35,0,0,5,100,East,,,13
20020831-10:30,Haze,23,0,0,37.8,55,,1003,0,0,33,0,0,5,60,ENE,,,13
20020831-11:30,Haze,25,0,0,40.6,63,,1003,0,0,33,0,0,5,80,East,,,14.8
20020831-12:30,Haze,24,0,0,37.7,62,,1003,0,0,32,0,0,5,110,ESE,,,13
20020831-13:30,Haze,24,0,0,36.4,66,,1004,0,0,31,0,0,4,100,East,,,25.9
20020831-14:30,Haze,25,0,0,36,74,,1005,0,0,30,0,0,3.5,110,ESE,,,11.1
20020831-15:30,Haze,24,0,0,33.5,74,,1005,0,0,29,0,0,3.5,90,East,,,18.5
20020831-16:30,Haze,,0,0,,N/A,,1005,0,0,,0,0,3.5,120,ESE,,,14.8
20020831-17:30,Haze,25,0,0,34.5,79,,1005,0,0,29,0,0,3.5,100,East,,,11.1
20020831-18:30,Haze,25,0,0,32.7,84,,1006,0,0,28,0,0,3.5,50,NE,,,9.3
20020831-19:30,Haze,24,0,0,31.9,79,,1005,0,0,28,0,0,3.5,110,ESE,,,9.3
20020831-20:30,Haze,24,0,0,31.9,79,,-9999,0,0,28,0,0,3.5,100,East,,,14.8
20020831-21:30,Haze,24,0,0,31.9,79,,1005,0,0,28,0,0,3,120,ESE,,,11.1
20020831-22:30,Haze,24,0,0,30.1,84,,1005,0,0,27,0,0,3,120,ESE,,,9.3
20020831-23:30,Haze,24,0,0,30.1,84,,1005,0,0,27,0,0,3,110,ESE,,,9.3
20020901-00:30,Haze,25,0,0,30.6,89,,1005,0,0,27,0,0,3,120,ESE,,,14.8
20020901-01:30,Haze,26,0,0,33.6,89,,1006,0,0,28,0,0,3,110,ESE,,,7.4
20020901-02:30,Haze,26,0,0,37.4,79,,1007,0,0,30,0,0,3,140,SE,,,11.1
20020901-03:30,Haze,25,0,0,37.6,70,,1007,0,0,31,0,0,3,160,SSE,,,18.5
20020901-04:30,Haze,25,0,0,39,66,,1008,0,0,32,0,0,4.5,140,SE,,,14.8
20020901-05:30,Haze,25,0,0,40.6,63,,1008,0,0,33,0,0,4.5,160,SSE,,,9.3
20020901-06:30,Haze,24,0,0,40.6,56,,1007,0,0,34,0,0,4.5,160,SSE,,,11.1
20020901-07:30,Haze,24,0,0,40.6,56,,1007,0,0,34,0,0,4.5,120,ESE,,,7.4
20020901-08:30,Haze,24,0,0,41.9,53,,1008,0,0,35,0,0,5,140,SE,,,14.8
20020901-09:30,Haze,23,0,0,41.8,47,,1005,0,0,36,0,0,5,90,East,,,14.8
20020901-10:30,Haze,22,0,0,40.6,44,,1004,0,0,36,0,0,5,80,East,,,16.7
20020901-11:30,Haze,23,0,0,40.3,49,,1004,0,0,35,0,0,4.5,120,ESE,,,13
20020901-12:30,Haze,25,0,0,40.6,63,,1004,0,0,33,0,0,4,90,East,,,14.8
20020901-13:30,Haze,25,0,0,39,66,,1004,0,0,32,0,0,3.5,50,NE,,,11.1
20020901-14:30,Haze,24,0,0,36.4,66,,1006,0,0,31,0,0,3,60,ENE,,,13
20020901-15:30,Haze,24,0,0,35,70,,1007,0,0,30,0,0,3,70,ENE,,,14.8
20020901-16:30,Haze,24,0,0,33.5,74,,1007,0,0,29,0,0,3,90,East,,,18.5
20020901-17:30,Haze,23,0,0,32.7,70,,1008,0,0,29,0,0,3,110,ESE,,,13
20020901-18:30,Haze,23,0,0,32.7,70,,1008,0,0,29,0,0,4,110,ESE,,,13
20020901-19:30,Haze,24,0,0,33.5,74,,1007,0,0,29,0,0,3.5,110,ESE,,,13
20020901-20:30,Haze,23,0,0,31.2,74,,1007,0,0,28,0,0,3,110,ESE,,,11.1
20020901-21:30,Haze,24,0,0,31.9,79,,1007,0,0,28,0,0,3,110,ESE,,,11.1
20020901-22:30,Haze,24,0,0,31.9,79,,1006,0,0,28,0,0,3,110,ESE,,,13
20020901-23:30,Haze,25,0,0,32.7,84,,1006,0,0,28,0,0,3,120,ESE,,,13
20020902-00:30,Haze,25,0,0,32.7,84,,1007,0,0,28,0,0,2.5,100,East,,,9.3
20020902-01:30,Haze,25,0,0,32.7,84,,1007,0,0,28,0,0,2,100,East,,,9.3
20020902-02:30,Haze,25,0,0,36,74,,1007,0,0,30,0,0,2,110,ESE,,,14.8
20020902-03:30,Haze,25,0,0,37.6,70,,1008,0,0,31,0,0,2.4,110,ESE,,,18.5
20020902-04:30,Haze,25,0,0,39,66,,1008,0,0,32,0,0,2.5,130,SE,,,11.1
20020902-05:30,Haze,24,0,0,39.2,59,,1008,0,0,33,0,0,3,110,ESE,,,16.7
20020902-06:30,Haze,24,0,0,40.6,56,,1007,0,0,34,0,0,3,160,SSE,,,22.2
20020902-07:30,Haze,24,0,0,41.9,53,,1007,0,0,35,0,0,3.5,160,SSE,,,14.8
20020902-08:30,Haze,25,0,0,43.2,56,,1006,0,0,35,0,0,3.5,120,ESE,,,7.4
20020902-09:30,Haze,24,0,0,37.7,62,,1005,0,0,32,0,0,3.5,320,NW,,,14.8
20020902-10:30,Haze,25,0,0,37.6,70,,1004,0,0,31,0,0,3.5,20,NNE,,,9.3
20020902-11:30,Haze,25,0,0,37.6,70,,1004,0,0,31,0,0,3.5,20,NNE,,,5.6
20020902-12:30,Haze,24,0,0,37.7,62,,1004,0,0,32,0,0,,10,North,,,14.8
20020902-13:30,Haze,,0,0,,N/A,,1005,0,0,,0,0,,40,NE,,,9.3
20020902-14:30,Haze,24,0,0,35,70,,1005,0,0,30,0,0,3,60,ENE,,,7.4
20020902-15:30,Haze,25,0,0,34.5,79,,1006,0,0,29,0,0,3,50,NE,,,5.6
20020902-16:30,Haze,25,0,0,34.5,79,,1005,0,0,29,0,0,2.5,90,East,,,7.4
20020902-17:30,Haze,26,0,0,37.4,79,,1006,0,0,30,0,0,2.5,110,ESE,,,11.1
20020902-18:30,Haze,25,0,0,34.5,79,,1006,0,0,29,0,0,2.5,110,ESE,,,9.3
20020902-19:30,Haze,25,0,0,36,74,,1006,0,0,30,0,0,2.5,80,East,,,9.3
20020902-20:30,Haze,25,0,0,34.5,79,,1006,0,0,29,0,0,2.5,60,ENE,,,7.4
20020902-21:30,Haze,25,0,0,34.5,79,,1006,0,0,29,0,0,2.5,70,ENE,,,7.4
20020902-22:30,Haze,25,0,0,34.5,79,,1006,0,0,29,0,0,2.5,60,ENE,,,5.6
20020903-00:30,Haze,25,0,0,34.5,79,,1006,0,0,29,0,0,2.2,80,East,,,9.3
20020903-01:30,Haze,25,0,0,34.5,79,,1006,0,0,29,0,0,2.2,110,ESE,,,9.3
20020903-02:30,Haze,25,0,0,36,74,,1007,0,0,30,0,0,2.8,110,ESE,,,14.8
20020903-03:30,Haze,25,0,0,37.6,70,,1007,0,0,31,0,0,2.8,140,SE,,,13
20020903-04:21,Haze,26,0,0,40.4,70,,1008,0,0,32,0,0,3,130,SE,,,11.1
20020903-05:30,Haze,25,0,0,36,74,,1007,0,0,30,0,0,,170,South,,,9.3
20020903-06:30,Haze,25,0,0,39,66,,1006,0,0,32,0,0,3.5,110,ESE,,,11.1
20020903-07:30,Haze,23,0,0,35.4,62,,1006,0,0,31,0,0,4,140,SE,,,20.4
20020903-08:30,Haze,21,0,0,33.7,55,,1005,0,0,31,0,0,4.5,110,ESE,,,22.2
20020903-09:30,Haze,23,0,0,32.7,70,,1005,0,0,29,0,0,3.5,350,North,,,22.2
20020903-10:30,Haze,23,0,0,31.2,74,,1004,0,0,28,0,0,3.5,70,ENE,,,13
20020903-11:30,Light Rain,25,0,0,30.6,89,,1003,1,0,27,0,0,3,20,NNE,,,7.4
20020903-12:30,Haze,24,0,0,30.1,84,,1004,0,0,27,0,0,2.4,60,ENE,,,9.3
20020903-13:30,Haze,24,0,0,30.1,84,,1003,0,0,27,0,0,2.2,70,ENE,,,11.1
20020903-14:30,Haze,24,0,0,30.1,84,,1003,0,0,27,0,0,2.4,70,ENE,,,9.3
20020903-15:30,Haze,25,0,0,,94,,1004,0,0,26,0,0,2.5,0,North,,,0
20020903-16:30,Haze,24,0,0,,89,,1004,0,0,26,0,0,2.5,70,ENE,,,9.3
20020903-17:30,Haze,25,0,0,,94,,1005,0,0,26,0,0,2.5,0,North,,,0
20020903-18:30,Haze,25,0,0,,94,,1005,0,0,26,0,0,2.5,0,North,,,0
20020903-19:30,Haze,23,0,0,,83,,1005,0,0,26,0,0,2.5,0,North,,,0
20020903-20:30,Haze,24,0,0,,89,,1004,0,0,26,0,0,2.8,0,North,,,
20020903-21:30,Haze,24,0,0,,89,,1004,0,0,26,0,0,3,70,ENE,,,7.4
20020903-22:30,Haze,24,0,0,,89,,1003,0,0,26,0,0,3,80,East,,,9.3
20020903-23:30,Haze,24,0,0,,89,,1003,0,0,26,0,0,2.3,30,NNE,,,3.7
20020904-00:30,Haze,24,0,0,,94,,1003,0,0,25,0,0,2,30,NNE,,,3.7
20020904-01:30,Partly Cloudy,24,0,0,,94,,1004,0,0,25,0,0,2,50,NE,,,7.4
20020904-02:30,Scattered Clouds,25,0,0,30.6,89,,1005,0,0,27,0,0,1.5,90,East,,,13
20020904-03:30,Scattered Clouds,25,0,0,34.5,79,,1005,0,0,29,0,0,1.5,60,ENE,,,9.3
20020904-04:30,Smoke,25,0,0,34.5,79,,1006,0,0,29,0,0,2,120,ESE,,,14.8
20020904-05:30,Smoke,26,0,0,39.2,75,,1005,0,0,31,0,0,2.2,110,ESE,,,11.1
20020904-06:30,Smoke,25,0,0,39,66,,1005,0,0,32,0,0,2.2,140,SE,,,11.1
20020904-07:30,Haze,25,0,0,40.6,63,,1004,0,0,33,0,0,2.5,0,North,,,0
20020904-08:30,Smoke,25,0,0,40.6,63,,1003,0,0,33,0,0,3,50,NE,,,9.3
20020904-09:30,Haze,25,0,0,37.6,70,,1002,0,0,31,0,0,2.5,170,South,,,14.8
20020904-10:30,Light Rain,23,0,0,32.7,70,,1002,1,0,29,0,0,2,100,East,,,18.5
20020904-11:30,Haze,23,0,0,31.2,74,,1002,0,0,28,0,0,2.8,110,ESE,,,25.9
20020904-12:30,Haze,24,0,0,33.5,74,,1002,0,0,29,0,0,,110,ESE,,,11.1
20020904-13:30,Scattered Clouds,24,0,0,30.1,84,,1003,0,0,27,0,0,,120,ESE,,,11.1
20020904-14:30,Partly Cloudy,24,0,0,30.1,84,,1003,0,0,27,0,0,2.5,120,ESE,,,13
20020904-15:30,Scattered Clouds,23,0,0,29.6,79,,1007,0,0,27,0,0,,0,North,,,
20020904-16:30,Haze,23,0,0,,83,,1005,0,0,26,0,0,,128,SE,,,11.1
20020904-17:30,Haze,22,0,0,,78,,1005,0,0,26,0,0,3.5,120,ESE,,,13
20020904-18:30,Haze,23,0,0,,89,,1005,0,0,25,0,0,3.5,120,ESE,,,9.3
20020904-19:30,Partly Cloudy,23,0,0,,89,,1005,0,0,25,0,0,3.5,130,SE,,,5.6
20020904-20:30,Haze,23,0,0,,89,,1005,0,0,25,0,0,3.5,120,ESE,,,5.6
20020904-21:30,Haze,23,0,0,,89,,1004,0,0,25,0,0,,0,North,,,
20020904-22:30,Haze,23,0,0,,89,,1004,0,0,25,0,0,3.5,50,NE,,,3.7
20020904-23:30,Haze,22,0,0,,83,,1004,0,0,25,0,0,3.5,60,ENE,,,9.3
20020905-00:30,Haze,22,0,0,,83,,1004,0,0,25,0,0,,70,ENE,,,5.6
20020905-01:30,Haze,22,0,0,,83,,1005,0,0,25,0,0,3,80,East,,,5.6
20020905-02:30,Haze,22,0,0,,78,,1005,0,0,26,0,0,3,100,East,,,7.4
20020905-03:30,Haze,23,0,0,31.2,74,,1005,0,0,28,0,0,3,120,ESE,,,9.3
20020905-04:30,Haze,23,0,0,32.7,70,,1006,0,0,29,0,0,,100,East,,,11.1
20020905-05:30,Haze,24,0,0,35,70,,1006,0,0,30,0,0,,120,ESE,,,11.1
20020905-06:30,Haze,24,0,0,36.4,66,,1006,0,0,31,0,0,,90,East,,,9.3
20020905-07:30,Haze,24,0,0,37.7,62,,1005,0,0,32,0,0,,60,ENE,,,13
20020905-08:30,Haze,24,0,0,39.2,59,,1004,0,0,33,0,0,,70,ENE,,,13
20020905-09:30,Haze,24,0,0,39.2,59,,1003,0,0,33,0,0,2.6,70,ENE,,,13
20020905-10:30,Haze,23,0,0,37.8,55,,1003,0,0,33,0,0,3,70,ENE,,,22.2
20020905-11:30,Haze,23,0,0,36.8,59,,1003,0,0,32,0,0,3,80,East,,,22.2
20020905-12:30,Haze,23,0,0,35.4,62,,1003,0,0,31,0,0,3.5,110,ESE,,,16.7
20020905-13:30,Haze,23,0,0,34.1,66,,1003,0,0,30,0,0,3.5,100,East,,,14.8
20020905-14:30,Haze,22,0,0,32,66,,1004,0,0,29,0,0,3,100,East,,,14.8
20020905-15:30,Haze,22,0,0,29.2,74,,1005,0,0,27,0,0,3,110,ESE,,,18.5
20020905-16:30,Haze,23,0,0,,83,,1005,0,0,26,0,0,3,120,ESE,,,11.1
20020905-17:30,Haze,22,0,0,,78,,1006,0,0,26,0,0,4,100,East,,,18.5
20020906-22:05,Unknown,,0,0,,N/A,,-9999,0,0,,0,0,1.2,0,North,,,
20020907-18:30,Haze,23,0,0,,89,,1005,0,0,25,0,0,2.1,0,North,,,0
20020907-19:30,Haze,23,0,0,,89,,1005,0,0,25,0,0,2.1,320,NW,,,3.7
20020907-20:30,Scattered Clouds,23,0,0,,94,,1004,0,0,24,0,0,2.2,0,North,,,0
20020907-21:30,Haze,23,0,0,,94,,1004,0,0,24,0,0,2.2,0,North,,,0
20020907-22:30,Haze,22,0,0,,89,,1004,0,0,24,0,0,1.4,240,WSW,,,3.7
20020907-23:30,Haze,23,0,0,,94,,1004,0,0,24,0,0,,0,North,,,
20020908-00:30,Haze,23,0,0,,94,,1005,0,0,24,0,0,1.2,0,North,,,0
20020908-01:30,Haze,,0,0,,N/A,,1005,0,0,,0,0,1.4,290,WNW,,,11.1
20020908-02:30,Overcast,22,0,0,,94,,1006,0,0,23,0,0,1.2,290,WNW,,,11.1
20020908-03:30,Drizzle,22,0,0,,94,,1006,0,0,23,0,0,1.4,270,West,,,7.4
20020908-04:30,Haze,22,0,0,,83,,1006,0,0,25,0,0,2.2,0,North,,,0
20020908-05:30,Haze,23,0,0,29.6,79,,1006,0,0,27,0,0,,0,North,,,
20020908-06:30,Haze,21,0,0,30.2,66,,1006,0,0,28,0,0,2.5,320,NW,,,9.3
20020908-07:30,Haze,22,0,0,32,66,,1005,0,0,29,0,0,3,340,NNW,,,3.7
20020908-08:30,Haze,21,0,0,32.4,58,,1004,0,0,30,0,0,4,280,West,,,3.7
20020908-09:30,Haze,21,0,0,32.4,58,,1004,0,0,30,0,0,4,270,West,,,11.1
20020908-10:30,Haze,21,0,0,32.4,58,,1003,0,0,30,0,0,3.5,280,West,,,7.4
20020908-11:30,Smoke,22,0,0,33.2,62,,1003,0,0,30,0,0,2.5,330,NNW,,,3.7
20020908-12:30,Smoke,22,0,0,32,66,,1003,0,0,29,0,0,2,20,NNE,,,9.3
20020908-13:30,Smoke,23,0,0,31.2,74,,1003,0,0,28,0,0,1.8,50,NE,,,9.3
20020908-14:30,Haze,23,0,0,29.6,79,,1004,0,0,27,0,0,1.6,10,North,,,5.6
20020908-15:30,Haze,23,0,0,29.6,79,,1004,0,0,27,0,0,1.6,360,North,,,5.6
20020908-16:30,Haze,24,0,0,30.1,84,,1004,0,0,27,0,0,1.7,20,NNE,,,7.4
20020908-17:30,Haze,24,0,0,30.1,84,,1005,0,0,27,0,0,1.7,10,North,,,3.7
20020908-18:30,Haze,24,0,0,30.1,84,,1004,0,0,27,0,0,1.6,40,NE,,,9.3
20020908-19:30,Scattered Clouds,24,0,0,,89,,1004,0,0,26,0,0,2.8,110,ESE,,,7.4
20020908-20:30,Scattered Clouds,24,0,0,,94,,1004,0,0,25,0,0,3.5,110,ESE,,,9.3
20020908-21:21,Scattered Clouds,23,0,0,,89,,1002,0,0,25,0,0,2.5,80,East,,,7.4
20020908-22:30,Mostly Cloudy,24,0,0,,94,,1004,0,0,25,0,0,,0,North,,,
20020908-23:30,Haze,23,0,0,,94,,1004,0,0,24,0,0,,0,North,,,
20020909-00:30,Mostly Cloudy,24,0,0,,94,,1004,0,0,25,0,0,2.5,50,NE,,,3.7
20020909-01:30,Scattered Clouds,24,0,0,,94,,1005,0,0,25,0,0,1.3,60,ENE,,,3.7
20020909-02:30,Haze,24,0,0,30.1,84,,1005,0,0,27,0,0,2.4,90,East,,,5.6
20020909-03:30,Haze,23,0,0,31.2,74,,1005,0,0,28,0,0,2.2,60,ENE,,,9.3
20020909-04:30,Haze,23,0,0,34.1,66,,1006,0,0,30,0,0,1.7,350,North,,,5.6
20020909-05:30,Haze,22,0,0,34.4,58,,1006,0,0,31,0,0,2.4,30,NNE,,,5.6
20020909-06:30,Haze,22,0,0,35.6,55,,1005,0,0,32,0,0,2.5,50,NE,,,11.1
20020909-07:30,Haze,23,0,0,37.8,55,,1005,0,0,33,0,0,2.8,90,East,,,3.7
20020909-08:30,Haze,23,0,0,37.8,55,,1004,0,0,33,0,0,2.8,30,NNE,,,14.8
20020909-09:30,Haze,22,0,0,36.9,52,,1003,0,0,33,0,0,3,70,ENE,,,11.1
20020909-10:30,Haze,22,0,0,36.9,52,,1003,0,0,33,0,0,4,360,North,,,7.4
20020909-11:25,Rain,22,0,0,34.4,58,,1003,1,0,31,0,0,1.5,70,ENE,,,24.1
20020909-12:30,Haze,24,0,0,35,70,,1003,0,0,30,0,0,3,50,NE,,,5.6
20020909-13:30,Haze,22,0,0,32,66,,1003,0,0,29,0,0,3,60,ENE,,,5.6
20020909-14:30,Haze,20,0,0,29.7,62,,1003,0,0,28,0,0,3,120,ESE,,,3.7
20020909-15:30,Haze,21,0,0,30.2,66,,1004,0,0,28,0,0,3,0,North,,,0
20020909-16:30,Haze,23,0,0,29.6,79,,1004,0,0,27,0,0,2.5,0,North,,,0
20020909-17:30,Haze,22,0,0,29.2,74,,1004,0,0,27,0,0,2.2,0,North,,,0
20020909-18:30,Haze,23,0,0,29.6,79,,1004,0,0,27,0,0,,0,North,,,
20020909-19:30,Haze,22,0,0,29.2,74,,1003,0,0,27,0,0,2.2,260,West,,,3.7
20020909-20:30,Haze,23,0,0,,83,,1003,0,0,26,0,0,2.2,0,North,,,0
20020909-21:30,Haze,23,0,0,,83,,1003,0,0,26,0,0,2,0,North,,,0
20020909-22:30,Haze,22,0,0,,78,,1003,0,0,26,0,0,2,230,SW,,,3.7
20020909-23:30,Haze,23,0,0,,89,,-9999,0,0,25,0,0,3,0,North,,,0
20020910-01:30,Scattered Clouds,24,0,0,,89,,1004,0,0,26,0,0,2,0,North,,,0
20020910-02:30,Scattered Clouds,25,0,0,32.7,84,,1005,0,0,28,0,0,1.4,0,North,,,0
20020910-03:30,Mostly Cloudy,24,0,0,35,70,,1005,0,0,30,0,0,1.4,360,North,,,7.4
20020910-04:30,Smoke,24,0,0,37.7,62,,1005,0,0,32,0,0,1.5,60,ENE,,,3.7
20020910-05:30,Haze,23,0,0,36.8,59,,1005,0,0,32,0,0,2.5,80,East,,,9.3
20020910-06:30,Haze,23,0,0,36.8,59,,1005,0,0,32,0,0,2.5,100,East,,,9.3
20020910-07:30,Haze,23,0,0,36.8,59,,1004,0,0,32,0,0,2.5,110,ESE,,,9.3
20020910-08:21,Haze,24,0,0,37.7,62,,1004,0,0,32,0,0,3,100,East,,,9.3
20020910-09:30,Haze,22,0,0,33.2,62,,1003,0,0,30,0,0,4,120,ESE,,,11.1
20020910-10:30,Haze,23,0,0,35.4,62,,1003,0,0,31,0,0,4,100,East,,,7.4
20020910-11:30,Light Rain,21,0,0,,83,,1004,1,0,24,0,0,3,360,North,,,14.8
20020910-12:30,Haze,22,0,0,,89,,1004,0,0,24,0,0,3,90,East,,,7.4
20020910-13:30,Haze,,0,0,,N/A,,-9999,0,0,,0,0,3,130,SE,,,16.7
20020910-14:30,Haze,21,0,0,,83,,1004,0,0,24,0,0,2.5,0,North,,,0
20020910-15:30,Overcast,22,0,0,,89,,1005,0,0,24,0,0,2.5,0,North,,,0
20020910-16:30,Overcast,22,0,0,,89,,1005,0,0,24,0,0,,0,North,,,0
20020910-17:30,Mostly Cloudy,21,0,0,,83,,1006,0,0,24,0,0,2.2,0,North,,,0
20020910-18:30,Scattered Clouds,22,0,0,,89,,1006,0,0,24,0,0,2,0,North,,,0
20020910-19:30,Scattered Clouds,22,0,0,,89,,1005,0,0,24,0,0,2,0,North,,,0
20020910-20:30,Partly Cloudy,22,0,0,,89,,1005,0,0,24,0,0,2,0,North,,,0
20020910-21:30,Clear,22,0,0,,89,,1005,0,0,24,0,0,,0,North,,,
20020910-22:30,Partly Cloudy,22,0,0,,94,,1005,0,0,23,0,0,2,0,North,,,0
20020910-23:30,Partly Cloudy,23,0,0,,94,,1005,0,0,24,0,0,1.6,0,North,,,0
20020911-00:30,Scattered Clouds,22,0,0,,89,,1005,0,0,24,0,0,1.5,20,NNE,,,5.6
20020911-01:30,Scattered Clouds,23,0,0,,89,,1006,0,0,25,0,0,0.9,0,North,,,0
20020911-02:30,Haze,22,0,0,,78,,1007,0,0,26,0,0,2,30,NNE,,,9.3
20020911-03:30,Haze,22,0,0,29.2,74,,1007,0,0,27,0,0,3,70,ENE,,,7.4
20020911-04:30,Haze,22,0,0,32,66,,1007,0,0,29,0,0,3,120,ESE,,,16.7
20020911-05:30,Haze,22,0,0,32,66,,1007,0,0,29,0,0,3,60,ENE,,,16.7
20020911-06:30,Haze,22,0,0,30.7,70,,1007,0,0,28,0,0,3,100,East,,,13
20020911-07:30,Haze,23,0,0,32.7,70,,1006,0,0,29,0,0,4,70,ENE,,,14.8
20020911-08:30,Haze,22,0,0,32,66,,1006,0,0,29,0,0,5,50,NE,,,18.5
20020911-09:30,Haze,21,0,0,31.3,62,,1005,0,0,29,0,0,5,70,ENE,,,18.5
20020911-10:30,Haze,22,0,0,32,66,,1004,0,0,29,0,0,5,80,East,,,22.2
20020911-11:30,Haze,22,0,0,32,66,,1004,0,0,29,0,0,4,60,ENE,,,13
20020911-12:30,Haze,20,0,0,29.7,62,,1005,0,0,28,0,0,3.5,70,ENE,,,22.2
20020911-13:30,Scattered Clouds,20,0,0,,69,,1005,0,0,26,0,0,3.5,50,NE,,,13
20020911-14:30,Haze,22,0,0,,83,,1005,0,0,25,0,0,3.5,50,NE,,,9.3
20020911-15:30,Haze,21,0,0,,78,,1006,0,0,25,0,0,3,20,NNE,,,9.3
20020911-16:30,Haze,22,0,0,,83,,1006,0,0,25,0,0,3,60,ENE,,,9.3
20020911-17:30,Haze,22,0,0,,83,,1006,0,0,25,0,0,2.8,40,NE,,,7.4
20020911-18:30,Haze,22,0,0,,89,,1006,0,0,24,0,0,2.8,70,ENE,,,3.7
20020911-19:30,Haze,22,0,0,,89,,1006,0,0,24,0,0,2.8,80,East,,,9.3
20020911-20:30,Haze,21,0,0,,83,,1005,0,0,24,0,0,2.8,70,ENE,,,13
20020911-21:30,Haze,22,0,0,,89,,1005,0,0,24,0,0,2.8,80,East,,,14.8
20020911-22:30,Haze,22,0,0,,89,,1004,0,0,24,0,0,2.8,70,ENE,,,14.8
20020911-23:30,Haze,22,0,0,,89,,1004,0,0,24,0,0,3,50,NE,,,14.8
20020912-00:30,Drizzle,,0,0,,N/A,,-9999,0,0,24,0,0,2.7,50,NE,,,9.3
20020912-01:30,Rain,24,0,0,,100,,1005,1,0,24,0,0,2,120,ESE,,,5.6
20020912-02:30,Rain,23,0,0,,94,,1006,1,0,24,0,0,1.8,60,ENE,,,5.6
20020912-03:30,Rain,23,0,0,,94,,1006,1,0,24,0,0,1.8,70,ENE,,,11.1
20020912-04:30,Rain,23,0,0,,89,,1007,1,0,25,0,0,2,100,East,,,16.7
20020912-05:30,Rain,23,0,0,,89,,1007,1,0,25,0,0,0.9,100,East,,,9.3
20020912-06:30,Rain,24,0,0,,94,,1006,1,0,25,0,0,1.6,120,ESE,,,9.3
20020912-07:21,Rain,24,0,0,,94,,1006,1,0,25,0,0,1.6,120,ESE,,,7.4
20020912-08:30,Rain,23,0,0,,89,,1005,1,0,25,0,0,1.2,280,West,,,13
20020912-09:30,Rain,24,0,0,,100,,1004,1,0,24,0,0,2.2,0,North,,,0
20020912-10:30,Rain,25,0,0,,100,,1004,1,0,25,0,0,2,0,North,,,0
20020912-11:30,Light Rain,24,0,0,,94,,1004,1,0,25,0,0,2,0,North,,,0
20020912-12:30,Light Rain,24,0,0,,94,,1004,1,0,25,0,0,1.2,0,North,,,0
20020912-13:30,Light Rain,24,0,0,,94,,1004,1,0,25,0,0,1.5,0,North,,,0
20020912-14:30,Overcast,24,0,0,,94,,1004,0,0,25,0,0,1.5,30,NNE,,,7.4
20020912-15:30,Light Rain,23,0,0,,89,,1005,1,0,25,0,0,1.5,20,NNE,,,11.1
20020912-16:30,Light Rain,24,0,0,,94,,1005,1,0,25,0,0,,0,North,,,
20020912-17:30,Light Rain,24,0,0,,94,,1005,1,0,25,0,0,2,120,ESE,,,7.4
